CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100001630	400	42562	156924	Xenobiotics	Food Component/Plant	5235	NAMED	UEEJHVSXFDXPFK-UHFFFAOYSA-N	CN(C)CCO	2-dimethylaminoethanol	2-dimethylaminoethanol	108-01-0	13854944	HMDB0032231	C04308	7902	Pos Early
100001635	400	35651	156211	Xenobiotics	Chemical	6177	NAMED	WQXNXVUDBPYKBA-YFKPBYRVSA-N	O=[C@](O)[C@H]1N=C(C)NCC1	ectoine	ectoine	96702-03-3	112069	HMDB0240650	C06231	126041	Pos Early
100001645	305	35660	148004	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	488	NAMED	BXRLWGXPSRYJDZ-UHFFFAOYSA-N	N#CCC(N)C(O)=O	cyano-alanine	cyano-alanine	6232-19-5	12950		C02512	13538	Polar
100001662	400	36747	156251	Lipid	Carnitine Metabolism	1948	NAMED	JHPNVNIEXXLNTR-UHFFFAOYSA-N	C[N+](C)(C)CCCC([O-])=O	deoxycarnitine	deoxycarnitine	6249-56-5	705	HMDB0001161	C01181	22620	Pos Early
100001675	209	36770	128297	Xenobiotics	Food Component/Plant	5203	NAMED	NGSWKAQJJWESNS-ZZXKWVIFSA-N	OC(/C=C/C1=CC=C(C=C1)O)=O	4-hydroxycinnamate	4-hydroxycinnamate	501-98-4	553148	HMDB0002035	C00811	637542	Neg
100001694	209	36815	128305	Nucleotide	Purine Metabolism, Adenine containing	4160	NAMED	QDFHPFSBQFLLSW-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](OP(O)(O)=O)([H])[C@@](O)([H])[C@](CO)([H])O3	adenosine 2'-monophosphate (2'-AMP)	2'-AMP	130-49-4		HMDB0011617	C00946	94136	Neg
100001730	305	62952	220827	Lipid	Fatty Acid, Dihydroxy	2054	NAMED	DZAIOXUZHHTJKN-UHFFFAOYSA-N	O=C(CC(CO)O)O	3,4-dihydroxybutyrate	3,4-dihydroxybutyrate	51267-44-8		HMDB0000337		150929	Polar
100001734	209	36752	128287	Amino Acid	Lysine Metabolism	109	NAMED	DTERQYGMUDWYAZ-ZETCQYMHSA-N	N[C@@H](CCCCNC(C)=O)C(O)=O	N6-acetyllysine	N6-acetyllysine	692-04-6	83801	HMDB0000206	C02727	92832	Neg
100001740	305	46142	146560	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1368	NAMED	FBPFZTCFMRRESA-UHFFFAOYSA-N	OCC(O)C(O)C(O)C(O)CO	mannitol/sorbitol	mannitol/sorbitol		440	HMDB0000247,HMDB0000765	C00392,C00794	5780,6251	Polar
100001767	209	48428	155071	Xenobiotics	Food Component/Plant	5139	NAMED	VTYFITADLSVOAS-UHFFFAOYSA-N	NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO	pyrraline	pyrraline	74509-14-1	19980286	HMDB0033143	C21013	14274616	Neg
100001810	400	36808	156271	Amino Acid	Urea cycle; Arginine and Proline Metabolism	505	NAMED	YDGMGEXADBMOMJ-LURJTMIESA-N	N[C@@H](CCCNC(N(C)C)=N)C(O)=O	dimethylarginine (SDMA + ADMA)	dimethylarginine (ADMA + SDMA)	102783-24-4	110375	HMDB0003334,HMDB0001539	C21189,C03626	123831,169148	Pos Early
100001851	305	37076	147598	Amino Acid	Glycine, Serine and Threonine Metabolism	11	NAMED	JJIHLJJYMXLCOY-BYPYZUCNSA-N	OC[C@@H](C(O)=O)NC(C)=O	N-acetylserine	N-acetylserine	97-14-3	58744	HMDB0002931		65249	Polar
100001925	400	37104	156323	Peptide	Dipeptide	777	NAMED	SZJNCZMRZAUNQT-IUCAKERBSA-N	O=C(N[C@H]1CC(C)C)[C@H]2N(CCC2)C1=O	cyclo(leu-pro)	cyclo(leu-pro)	2873-36-1	5428292	HMDB0034276		7074739	Pos Early
100001927	400	44875	157085	Peptide	Dipeptide	784	NAMED	QZBUWPVZSXDWSB-RYUDHWBXSA-N	O=C([C@H](CC1=CC=CC=C1)N2)N3[C@@H](CCC3)C2=O	cyclo(phe-pro)	cyclo(phe-pro)	3705-26-8	8013445,391657		C11847	443440	Pos Early
100002070	305	37253	147606	Lipid	Fatty Acid, Dicarboxylate	1680	NAMED	HWXBTNAVRSUOJR-UHFFFAOYSA-N	O=C(O)CCC(O)C(O)=O	2-hydroxyglutarate	2-hydroxyglutarate	40951-21-1	42	HMDB0059655	C02630	43	Polar
100002113	400	37443	156369	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	474	NAMED	ADVPTQAUNPRNPO-UHFFFAOYSA-N	O=C(C(CS(O)=O)N)O	cysteine sulfinic acid	cysteine sulfinic acid	207121-48-0	107	HMDB0000996	C00606	109	Pos Early
100002132	400	52987	166226	Amino Acid	Polyamine Metabolism	562	NAMED	NPDTUDWGJMBVEP-UHFFFAOYSA-N	CC(NCCCNCCCCNCCCNC(C)=O)=O	N1,N12-diacetylspermine	N1,N12-diacetylspermine	61345-83-3	117134	HMDB0002172	C03413	132680	Pos Early
100002185	209	38116	127709	Amino Acid	Tryptophan Metabolism	321	NAMED	KMAKOBLIOCQGJP-UHFFFAOYSA-N	O=C(C1=CNC2=C1C=CC=C2)O	indole-3-carboxylate	indole-3-carboxylate	771-50-6		HMDB0003320	C19837	69867	Neg
100002284	305	62950	220825	Lipid	Fatty Acid, Dihydroxy	2050	NAMED	LOUGYXZSURQALL-GBXIJSLDSA-N	C[C@@H](O)[C@H](O)C(O)=O	2S,3R-dihydroxybutyrate	2S,3R-dihydroxybutyrate	5057-93-2	9139682	HMDB0002453		10964471	Polar
100002285	305	62951	220826	Lipid	Fatty Acid, Dihydroxy	2053	NAMED	UFYGCFHQAXXBCF-UHFFFAOYSA-N	OCCC(O)C(O)=O	2,4-dihydroxybutyrate	2,4-dihydroxybutyrate	1518-62-3	167259	HMDB0000360		192742	Polar
100002324	400	47897	157694	Xenobiotics	Drug - Other	6010	NAMED	GBFLZEXEOZUWRN-UHFFFAOYSA-N	OC(CSCC(N)C(O)=O)=O	S-carboxymethyl-cysteine	S-carboxymethyl-cysteine	638-23-3	1050	HMDB0029415	C03727	193653	Pos Early
100002367	305	63109	221751	Lipid	Fatty Acid, Dihydroxy	2051	NAMED	LOUGYXZSURQALL-PWNYCUMCSA-N	OC([C@H](O)[C@H](O)C)=O	2R,3R-dihydroxybutyrate	2R,3R-dihydroxybutyrate	759-06-8	17215960	HMDB0000498		13120901	Polar
100002417	305	38276	152194	Xenobiotics	Food Component/Plant	4793	NAMED	JTEYKUFKXGDTEU-UHFFFAOYSA-N	OC(C(O)C(C)(O)C)=O	2,3-dihydroxyisovalerate	2,3-dihydroxyisovalerate	1756-18-9	657	HMDB0012141	C04039	677	Polar
100002466	400	62103	218949	Amino Acid	Glutathione Metabolism	585	NAMED	ZHRLECIZINSPKL-AKGZTFGVSA-N	OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O	cysteinylglycine disulfide*	cysteinylglycine disulfide*	70555-24-7	17215992	HMDB0000709		22833544	Pos Early
100002500	400	43493	157017	Amino Acid	Histidine Metabolism	83	NAMED	NRXIKWMTVXPVEF-BYPYZUCNSA-N	OC([C@@H](NC=N)CCC(O)=O)=O	formiminoglutamate	formiminoglutamate	816-90-0	388370	HMDB0000854	C00439	439233	Pos Early
100002528	209	46960	148213	Xenobiotics	Chemical	6109	NAMED	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O	sulfate*	sulfate*	14808-79-8	1086	HMDB01448	C00059	5152822	Neg
100002544	400	40499	156749	Amino Acid	Glutamate Metabolism	53	NAMED	HBDWQSHEVMSFGY-SCQFTWEKSA-N	OC(C(O)=O)C[C@@H](C(O)=O)N	4-hydroxyglutamate	4-hydroxyglutamate	2485-33-8	388936	HMDB0001344	C03079	439902	Pos Early
100002733	209	52442	165101	Nucleotide	Purine Metabolism, Guanine containing	4220	NAMED	WTIFIAZWCCBCGE-UUOKFMHZSA-N	O[C@H]1[C@H]([C@H](N2C(NC(N)=NC3=O)=C3N=C2)O[C@@H]1CO)OP(O)(O)=O	guanosine 2'-monophosphate (2'-GMP)*	guanosine 2'-monophosphate (2'-GMP)*		392466	HMDB0240586		135460966	Neg
100002745	209	52353	164783	Peptide	Dipeptide	765	NAMED	NAKUGCPAQTUSBE-IUCAKERBSA-N	O=C([C@H](CC1=CN=CN1)NC2=O)N3[C@@]2([H])CCC3	cyclo(his-pro)	cyclo(his-pro)	53109-32-3	395717	HMDB0002053		449094,65137	Neg
100002772	305	39579	148022	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4134	NAMED	DVNYTAVYBRSTGK-UHFFFAOYSA-N	O=C(C(NC=N1)=C1N)N	5-aminoimidazole-4-carboxamide	5-aminoimidazole-4-carboxamide	360-97-4	9298	HMDB0003192	C04051	9679	Polar
100002784	400	55072	208196	Amino Acid	Urea cycle; Arginine and Proline Metabolism	498	NAMED	ARBHXJXXVVHMET-UHFFFAOYSA-N	OC(C(CCC/N=C(N)/N)=O)=O	2-oxoarginine*	2-oxoarginine*	3715-10-4	542	HMDB0004225	C03771	558	Pos Early
100003397	400	40406	156717	Lipid	Phospholipid Metabolism	2260	NAMED	UYPYRKYUKCHHIB-UHFFFAOYSA-N	C[N+](C)([O-])C	trimethylamine N-oxide	trimethylamine N-oxide	1184-78-7	1113	HMDB0000925	C01104	1145	Pos Early
100003415	400	62860	220638	Amino Acid	Lysine Metabolism	116	NAMED	PQNASZJZHFPQLE-LURJTMIESA-N	O=C([C@H](CCCCNC)N)O	N6-methyllysine	N6-methyllysine	1188-07-4	144469	HMDB0002038	C02728	164795	Pos Early
100003434	400	40730	156802	Amino Acid	Histidine Metabolism	82	NAMED	ZCKYOWGFRHAZIQ-UHFFFAOYSA-N	OC(CCC1=CN=CN1)=O	imidazole propionate	imidazole propionate	1074-59-5	63798	HMDB0002271		70630	Pos Early
100003695	305	62864	220652	Xenobiotics	Food Component/Plant	4980	NAMED	RGHNJXZEOKUKBD-MBMOQRBOSA-N	O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	mannonate*	mannonate*	642-99-9	2496757			3246006	Polar
100004047	400	42607	156942	Nucleotide	Purine Metabolism, Adenine containing	4175	NAMED	FPUGCISOLXNPPC-IOSLPCCCSA-N	O[C@H]1[C@H]([C@H](N2C3=NC=NC(N)=C3N=C2)O[C@@H]1CO)OC	2'-O-methyladenosine	2'-O-methyladenosine	2140-79-6	92344			102213	Pos Early
100004290	400	43392	157004	Amino Acid	Tyrosine Metabolism	221	NAMED	WRFPVMFCRNYQNR-UHFFFAOYSA-N	NC(C(O)=O)CC1=CC=CC=C1O	o-tyrosine	o-tyrosine	2370-61-8	82607	HMDB0006050		91482	Pos Early
100004321	209	48691	207569	Xenobiotics	Food Component/Plant	4798	NAMED	ZLYUIVZAQHFCNP-UHFFFAOYSA-N	O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1	2,8-quinolinediol sulfate	2,8-quinolinediol sulfate			HMDB0240658			Neg
100004523	209	43249	124707	Amino Acid	Urea cycle; Arginine and Proline Metabolism	515	NAMED	SRXKAYJJGAAOBP-UHFFFAOYSA-N	CC(NCCCC(N)C(O)=O)=O	N-delta-acetylornithine	N-delta-acetylornithine		8096135	HMDB0003357	C00437	9920500	Neg
100004635	400	44878	157087	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	445	NAMED	UCUNFLYVYCGDHP-UHFFFAOYSA-N	O=S(C)(CCC(N)C(O)=O)=O	methionine sulfone	methionine sulfone	820-10-0	63154	HMDB0062174		69961	Pos Early
100005373	400	46227	221883	Amino Acid	Lysine Metabolism	123	NAMED	BFSYFTQDGRDJNV-QCNRFFRDSA-N	OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O	fructosyllysine	fructosyllysine	21291-40-7	110281	HMDB0034879		9839580	Pos Early
100005463	400	45428	157095	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	447	NAMED	NPIMMZJBURSMON-UHFFFAOYSA-N	OC(C(CCS(C)=O)NC(C)=O)=O	N-acetylmethionine sulfoxide	N-acetylmethionine sulfoxide	108646-71-5	167798			11902949	Pos Early
100006056	209	48433	155077	Amino Acid	Tyrosine Metabolism	232	NAMED	NSTPXGARCQOSAU-VIFPVBQESA-N	OC([C@@H](NC=O)CC1=CC=CC=C1)=O	N-formylphenylalanine	N-formylphenylalanine	13200-85-6	663938	HMDB0240317		759256,7064571	Neg
100006115	305	48255	153226	Carbohydrate	Pentose Metabolism	1299	NAMED	QXKAIJAYHKCRRA-JJYYJPOSSA-N	OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O	arabonate/xylonate	arabonate/xylonate			HMDB0000539	C00502,C05411	122045,6602431	Polar
100006123	400	48679	157822	Amino Acid	Histidine Metabolism	103	NAMED	XJWPISBUKWZALE-UHFFFAOYSA-N	O=C(C)NCCC1=CNC=N1	N-acetylhistamine	N-acetylhistamine	673-49-4	62805	HMDB0013253	C05135	69602	Pos Early
100006361	209	48407	155061	Amino Acid	Tyrosine Metabolism	229	NAMED	NZKRYJGNYPYXJZ-UHFFFAOYSA-N	NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1	dopamine 3-O-sulfate	dopamine 3-O-sulfate		108936	HMDB0006275	C13690	122136	Neg
100006369	400	52340	164887	Amino Acid	Alanine and Aspartate Metabolism	35	NAMED	LUSWEUMSEVLFEQ-UHFFFAOYSA-N	O=C(C(C)NC(N)=O)O	N-carbamoylalanine	N-carbamoylalanine	77340-50-2	377278			426409	Pos Early
100006430	305	48885	160479	Carbohydrate	Pentose Metabolism	1293	NAMED	HEBKCHPVOIAQTA-IMJSIDKUSA-N	OC[C@@H](C([C@H](CO)O)O)O	arabitol/xylitol	arabitol/xylitol			HMDB0001851,HMDB0000568,HMDB0002917	C00379,C00542,C01904	94154,6912	Polar
100008928	305	52281	164309	Amino Acid	Glutathione Metabolism	590	NAMED	AFENDNXGAFYKQO-UHFFFAOYSA-N	CCC(O)C(O)=O	2-hydroxybutyrate/2-hydroxyisobutyrate	2-hydroxybutyrate/2-hydroxyisobutyrate			HMDB0000729,HMDB00008	C21297,C05984	440864,4277439	Polar
100008975	209	52444	165103	Nucleotide	Pyrimidine Metabolism, Uracil containing	4262	NAMED	HQIDPEYTETUCNF-UHFFFAOYSA-N	O=C(N1)N(C2C(OP(O)(O)=O)C(O)C(CO)O2)C=CC1=O	uridine 2'-monophosphate (2'-UMP)*	uridine 2'-monophosphate (2'-UMP)*					101609	Neg
100009232	400	53231	179281	Xenobiotics	Chemical	6262	NAMED	DZLNHFMRPBPULJ-VKHMYHEASA-N	O=C(O)[C@]1(NCSC1)[H]	thioproline	thioproline	34592-47-4	84120	HMDB0062164		93176	Pos Early
100009245	305	54727	207383	Amino Acid	Glycine, Serine and Threonine Metabolism	12	NAMED	UQLRMDQICPNIIJ-UHFFFAOYSA-N	OCC(C(O)=O)N([H])C(N([H])[H])=O	N-carbamoylserine	N-carbamoylserine		2920052			3687740	Polar
100010911	209	54934	208336	Amino Acid	Glutamate Metabolism	67	NAMED	NDPAKOLXUGZWID-LURJTMIESA-N	O=C(CCC)N[C@H](C(O)=O)CCC(N)=O	butyrylglutamine/isobutyrylglutamine	butyrylglutamine/isobutyrylglutamine						Neg
100015962	400	57687	213101	Amino Acid	Lysine Metabolism	140	NAMED	CDLVFVFTRQPQFU-UHFFFAOYSA-N	C[N+](C)(C)CCCCC([O-])=O	N,N,N-trimethyl-5-aminovalerate	N,N,N-trimethyl-5-aminovalerate		34236878			14274897	Pos Early
100016038	400	57814	213597	Amino Acid	Polyamine Metabolism	558	NAMED	MQTAVJHICJWXBR-UHFFFAOYSA-N	CC(NCCCNCCCCN)=O	(N(1) + N(8))-acetylspermidine	(N(1) + N(8))-acetylspermidine			HMDB0002189,HMDB0001276	C01029,C00612	496,123689	Pos Early
100019968	305	61858	218556	Carbohydrate	Pentose Metabolism	1306	NAMED	QXKAIJAYHKCRRA-PZGQECOJSA-N	OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O	lyxonate	lyxonate			HMDB0060255			Polar
100020219	400	62863	220648	Xenobiotics	Food Component/Plant	4806	NAMED	OLNJUISKUQQNIM-UHFFFAOYSA-N	O=CC1=CNC2=CC=CC=C12	3-formylindole	3-formylindole	487-89-8	9838	HMDB29737	C08493	10256	Pos Early
100020361	400	62853	220624	Amino Acid	Urea cycle; Arginine and Proline Metabolism	496	NAMED	YCCMTCQQDULIFE-UHFFFAOYSA-N	NC1CCCNC1=O	3-amino-2-piperidone	3-amino-2-piperidone	1892-22-4	4371576	HMDB0000323		5200225	Pos Early
100020372	209	63583	222852	Xenobiotics	Food Component/Plant	5236	NAMED	DWLVFWDCSFTDOD-UHFFFAOYSA-N	OC(C(C1=CNC2=C1C=CC=C2)=O)=O	3-indoleglyoxylic acid	3-indoleglyoxylic acid	1477-49-2	66497			73863	Neg
100020417	400	62862	220645	Amino Acid	Lysine Metabolism	117	NAMED	XXEWFEBMSGLYBY-ZETCQYMHSA-N	OC([C@@H](N)CCCCN(C)C)=O	N6,N6-dimethyllysine	N6,N6-dimethyllysine	2259-86-1	167778	HMDB0013287	C05545	193344	Pos Early
100020993	209	62841	220605	Peptide	Dipeptide	766	NAMED	NAKUGCPAQTUSBE-DTWKUNHWSA-N	O=C1N[C@@H](CC2=CNC=N2)C(N3CCC[C@]13[H])=O	cyclo(his-pro) (D,L)*	cyclo(his-pro) (D,L)*						Neg
100021372	305	63739	223275	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	455	NAMED	ONFOSYPQQXJWGS-UHFFFAOYSA-N	CSCCC(O)C(O)=O	2-hydroxy-4-(methylthio)butanoic acid	2-hydroxy-4-(methylthio)butanoic acid	583-91-5		HMDB0037115		11427	Polar
100021467	305	63264	222194	Partially Characterized Molecules	Partially Characterized Molecules	6446	NAMED			pentose acid*	pentose acid*			HMDB0000892	C00803	7991	Polar
100021474	209	63415	222551	Amino Acid	Leucine, Isoleucine and Valine Metabolism	342	NAMED	QRHYCLBYHIKSTA-UHFFFAOYSA-N	CCCC(NC(CC(C)C)C(O)=O)=O	N-butyryl-leucine	N-butyryl-leucine		14028016				Neg
100021502	209	63436	222605	Lipid	Medium Chain Fatty Acid	1515	NAMED	WXBXVVIUZANZAU-CMDGGOBGSA-N	CCCCCCC/C=C/C(O)=O	(2 or 3)-decenoate (10:1n7 or n8)	(2 or 3)-decenoate (10:1n7 or n8)						Neg
100021530	400	64177	236998	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	466	NAMED	CAMXXPUSAROUCX-BYPYZUCNSA-N	SC[C@@H](C(O)=O)NCCC(O)=O	S-carboxyethylcysteine	S-carboxyethylcysteine	4033-46-9	19955529				Pos Early
100022120	400	64568	238235	Amino Acid	Tryptophan Metabolism	268	NAMED	YLEQTOAIAOPFBY-UHFFFAOYSA-N	OC(C(N)(C)N(C1=C(C2)C=CC=C1)C2=O)=O	oxindolylalanine	oxindolylalanine					20977764	Pos Early
