LDM4_Mean	LR17938_Mean	LR6475_Mean	LR6475_LDM4	LR17938_LDM4	LR17938_LR6475	LR6475_LDM4_pval	LR6475_LDM4_qval	LR17938_LDM4_pval	LR17938_LDM4_qval	LR17938_LR6475_pval	LR17938_LR6475_qval	SuperPathway	SubPathway	ChemicalID	CAS	BiochemicalName
0.290168535	0.321181222	1.499949453	5.169235357	1.106878185	0.21412803	1.72E-08	1.70E-07	0.198517413	0.259858956	1.63E-07	1.33E-06	Amino Acid	Glutathione Metabolism	100008928		2-hydroxybutyrate/2-hydroxyisobutyrate
0.596573002	0.761883199	1.742661176	2.921119747	1.277099695	0.437195256	9.76E-05	0.000391914	0.003205683	0.007122714	0.001232119	0.003404888	Nucleotide	Pyrimidine Metabolism, Uracil containing	100008975		uridine 2'-monophosphate (2'-UMP)*
1.342820677	0.842940516	1.170250132	0.87148653	0.627738707	0.720307986	0.519130625	0.585160398	0.062737491	0.093560166	0.227320159	0.292594062	Xenobiotics	Chemical	100009232	34592-47-4	thioproline
1.004098023	0.992856092	1.009068654	1.004950345	0.988803951	0.983933143	0.851620919	0.873137937	0.834241499	0.863355967	0.704449401	0.755397062	Amino Acid	Glycine, Serine and Threonine Metabolism	100009245		N-carbamoylserine
0.596633527	0.858999683	1.41658081	2.374289653	1.439744238	0.606389468	0.000136435	0.0005286	0.002389172	0.005810888	0.015387786	0.027298736	Amino Acid	Glutamate Metabolism	100010911		butyrylglutamine/isobutyrylglutamine
0.784961759	0.906625502	1.687083623	2.149255813	1.15499321	0.537392154	0.000642352	0.001973121	0.002711999	0.006513866	0.003503573	0.007695883	Amino Acid	Lysine Metabolism	100015962		N,N,N-trimethyl-5-aminovalerate
0.498454505	0.627244547	2.069265729	4.151363279	1.258378731	0.303124214	6.51E-06	3.51E-05	0.002976105	0.006810082	5.17E-05	0.000220417	Amino Acid	Polyamine Metabolism	100016038		(N(1) + N(8))-acetylspermidine
0.912189332	1.071815641	1.142463428	1.252441119	1.174992518	0.938161883	0.007745023	0.015272154	0.084099636	0.121197793	0.442160372	0.507300069	Carbohydrate	Pentose Metabolism	100019968		lyxonate
0.451350536	1.179049152	1.011875485	2.241883869	2.612269309	1.165211698	0.002509298	0.006064791	0.000104073	0.00041361	0.244976622	0.311678178	Xenobiotics	Food Component/Plant	100020219	487-89-8	3-formylindole
0.181319684	1.011271826	1.923699336	10.60943464	5.577286502	0.525691207	7.38E-09	8.49E-08	4.30E-08	3.90E-07	0.000224058	0.000807236	Amino Acid	Urea cycle; Arginine and Proline Metabolism	100020361	1892-22-4	3-amino-2-piperidone
0.456733396	1.067808018	1.534139228	3.358938146	2.337924109	0.696030712	8.73E-06	4.61E-05	1.20E-05	6.03E-05	0.068944213	0.101636689	Xenobiotics	Food Component/Plant	100020372	1477-49-2	3-indoleglyoxylic acid
0.697204355	0.697204355	1.069009039	1.533279349	1	0.652196875	0.013228188	0.024198676	0.340893132	0.410669695	0.013228188	0.024198676	Amino Acid	Lysine Metabolism	100020417	2259-86-1	N6,N6-dimethyllysine
0.536315617	0.830372233	1.320683741	2.462512184	1.548290236	0.628744193	3.22E-05	0.000145895	0.002057779	0.005167909	0.017058209	0.029488518	Peptide	Dipeptide	100020993		cyclo(his-pro) (D,L)*
0.245913974	0.965320167	37.75119085	153.5138089	3.925438438	0.025570589	6.65E-14	4.27E-12	1.93E-13	1.06E-11	2.03E-12	6.66E-11	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100021372	583-91-5	2-hydroxy-4-(methylthio)butanoic acid
0.55001446	1.045627825	1.903005376	3.459918809	1.901091518	0.549461309	3.03E-07	2.33E-06	0.000831438	0.002504058	0.00137078	0.003667524	Partially Characterized Molecules	Partially Characterized Molecules	100021467		pentose acid*
0.623122576	0.86350356	1.675301112	2.688557879	1.385768375	0.515431855	4.35E-05	0.000188399	0.000910063	0.002709108	0.002167805	0.00535698	Amino Acid	Leucine, Isoleucine and Valine Metabolism	100021474		N-butyryl-leucine
0.898813614	0.994662146	1.068449392	1.188732986	1.10663894	0.930939877	0.026342693	0.043792028	0.201214693	0.262498356	0.438706631	0.504087649	Lipid	Medium Chain Fatty Acid	100021502		(2 or 3)-decenoate (10:1n7 or n8)
0.797568224	1.123438322	1.071978053	1.344058127	1.40857959	1.048004965	0.175366391	0.233518976	0.156312179	0.210325811	0.855532604	0.875983583	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	100021530	4033-46-9	S-carboxyethylcysteine
0.918938368	1.223293591	0.890551592	0.969109162	1.331203086	1.373635848	0.958568877	0.966939195	0.124737948	0.17112626	0.052559928	0.080086372	Amino Acid	Tryptophan Metabolism	100022120		oxindolylalanine
